abacus abako
covetousness kayamuan
covey kawan
cow baka
coward duwag
cowardly duwag
cowards duwag
cowboy koboy
cowboys cowboy
cower magyumukyok
cowhand bakero
cowhide katad
cowing takutin
coworker katrabaho
coworkers katrabaho
cows Baka
cowshed kulungan
coy mahiyain
coyly pahiya
coyness kahiyaan
coyote koyote
cozy maaliwalas
crab alimasag
crabbed masungit
crabs alimasag
crack pahaginitin
cracked basag
cracker kraker
cracking crack
crackle kaluskos
crackling pagkaluskos
cracks bitak
cradle duyan
craft bapor
craftiness katusuhan
crafts sining
craftsman manggagawa
craftsmanship pagkakayari
craftsmen manggagawa
crafty manlilinlang
cram magsiksik
cramming kraming
cramp pulikat
cranberry sarsang
crane kreyn
cranium bao
crap tae
crash salpukan
crashes crash
crass puno
crater bunganga
cravat kurbata
crawfish ulang
crawled gumapang
crawlers crawler
crayfish ulang
crayon krayola
crayons krayola
craze pagkahumaling
crazed ulol
craziness hibang
crazy loko
creak langitngit
creaky malangitngit
creams Cream
crease tupi
create lumikha
created nilikha
creates lumilikha
creating paglikha
creation paglikha
creatively malikhaing
creativity pagkamalikhain
creator manlilikha
creators tagalikha
creatures nilalang
credence pagtitiwala
credibility katotohanan
credit kredito
credited kredito
creditor pinagkakautangan
creditors pinagkakautangan
credo kredo
credulity pagtitiwala
credulous mapaniwalain
creed kredo
creeds kredo
creek sapa
creeks sapa
creep gumapang
creeping gumagapang
creeps kilabot
crematorium kremahan
creoles mestiso
creosote kreosota
crepe krep
crescendo kresendo
crescent gasuklay
crest tagaytay
crested magkapalong
crestfallen lupaypay
crete Krite
cretin kretin
crevasse siwang
crevice siwang
crew tripulante
crib kuna
cribs crib
crick sumala
cricket kuliglig
cried sumigaw
crier tagapagsalita
cries iyak
crieth humihiyaw
crime krimen
crimea Krimea
Crimean Krimeano
crimes krimen
criminal kriminal
criminalisation criminalization
criminalise criminalize
criminalised criminalized
criminalising criminalizing
criminality krimen
criminology kriminolohiya
crimp magkulot
cringe sumukot
cringing pagsusukot
crinkle kulubot
crinkly kulot
crinoline krinolina
cripple masalanta
crippled baldado
crippling pinsala
crises krisis
crisis krisis
crisp malutong
crispness sariwa
crispy malutong
criterion saligan
critic kritiko
critical mapanganib
criticise pumuna
criticised criticized
criticising Pinupuna
criticism pamumuna
criticize pumuna
criticizing Pinupuna
critics kritiko
critique pintas
croak kokak
croatia Kroatya
croatian Kroatyano
crochet gantsilyo
crock palayok
crocodile buwaya
crocodiles buwaya
crocus krokus
crone matanda
croon humimig
crooner kruner
crop pananim
cropped maigsi
cropper manggagapas
cropping pagtatabas
crops pananim
croquet kroket
crosier krusyer
cross tumawid
crossbow pana
crossbred mestiso
crosscheck pagtutuos
crossed tumawid
crossfire krospayr
crossing tawiran
crossly pahalang
crossness pagkagalit
crosswise pahalang
crossword krosword
crotch pundya
crotchet kapritso
crotchety makapritso
crouch sumukot
crouching nakaabang
croup krup
crow uwak
crowbar bareta
crowded masikip
crowding paggitgit
crown korona
crowned nakoronahan
crowning pagpaparangal
crows uwak
crucial mahalaga
crucifix krusipiho
crucifying pagpapako
crude magaspang
crudeness gaspang
crudity kagaspangan
cruel malupit
cruelly malupit
cruelty kalupitan
crumb durugin
crumble gumuho
crumbling gumuguho
crumbly guhuin
crumby sama
crummy pangit
crumpet krampet
crumple malamukot
crumpled bayuot
crumpling lapirot
crunch langutngot
crunchy malutong
crupper batikola
crusade krusada
crusaded krusada
crusades krusada
crushed durog
crusher pandurog
crushing pagdurog
Crustacea Krusteysya
crustaceans crustacean
crusted magaspang
crusty magaspang
crutch saklay
crutches panaklay
crux pinakabuod
cry sigaw
crying umiiyak
cryogenics krayodyenika
cryptic misteriyoso
cryptogram kriptogram
cryptographer kriptograper
crystal kristal
crystallised crystallized
crystallization pagkikristal
crystals kristal
cuba Kubo
cuban Kubano
cube kubo
cubed nakakubo
cubic kubiko
cubical pakubiko
cubism kubismo
cubit kubit
cubits siko
cuboid kuboyd
cuckold pindeho
cuckoo kuku
cucumber pipino
cuddle yakap
cue tako
cues pahiwatig
cuff sumampal
cul putol
cull piliin
culminate humantong
culmination paghantong
culpability sisihin
culpable masisisi
cultivate linangin
cultivated nilinang
cultivating paglinang
cultivation paglilinang
cultivator maglilinang
cults kulto
culturally kultura
culture kultura
cultures kultura
culvert alkantarilya
Cum May
cumber makasagabal
cumbered naliligalig
cumbersome pahirap
cumbrous kambrus
cumulative naiipon
cuneiform kyuniporm
cunning tuso
cunningly kathang
cup tasa
cupboard aparador
cupid Kupido
cupidity pangangamkam
cupola kupola
cupping kaping
cups tasa
cur kuprum
curable nalulunasan
curacy paglunas
curare kyurare
curate koadyutor
curated curate
curative nakakalunas
curator tagapangasiwa
curd keso
curdle bumuo
cure pagalingin
cured gumaling
cures pagpapagaling
curfew kurpyo
curing paggamot
curiosity kuryusidad
curious mausisa
curiously pausisa
curled kulutin
curlew kurlyo
curling pagkukulot
curls kulot
curly kulot
currant kurant
currency pera
current kasalukuyan
currents alon
curriculum kurikulum
curry almuwasahin
curse sumpa
cursed nasumpa
curses sumpa
cursing pagmumura
cursive kursiba
cursory madalian
curtail magbawas
curtailed puputulin
curtailment pagbawas
curtain kurtina
curtains kurtina
curtness pagkamaikli
curtsey tumungo
curtsy maikli
curvature kurbada
curve kurba
curves kurva
curvilinear kurbilinyar
cushion unan
cusp tulis
cuss mura
cussed minura
custard letseplan
customary kaugalian
customer mamimili
customisable napapasadyang
customisation pagpapasadya
customise ipasadya
customising pagpapasadya
customs adwana
cut hiwa
cute nakatutuwa
cuteness kariktan
cutler manghahasa
cutlery kubyertos
cutout ginupit
cuts pagbawas
cutter mananabas
cutters cutter
cutthroat pamatay
cutting pagputol
cuttings pinagputulan
cuttle pugita
cuttlefish pugita
cyanide syanuro
cyanogen sayanodyen
cybernetics kibernetika
cyclic paikot
cycling pagbibisikleta
cyclist siklista
cycloid saykloyd
cyclone bagyo
Cyclopean Sayklopean
cyclops sayklops
cyclotron sayklotron
cygnet signet
cylinder silindro
cymbal pumpyang
cynicism pangungutya
cynosure tampulan
cypher sero
cypress saypres
cyprian Saypryan
cyprus Sayprus
Cyrus Sayrus
cyst kato
cytology saytolohiya
cytoplasm saytoplasm
czar tsar
czech Tsek
Daarom Samakatwid
dab dampian
dabble wiligan
dabbler tagapagwilig
dactyl daktil
dad tatay
dada tata
daddy tatay
daemon demonyo
daemonic mahiwaga
daft ungas
dag magdaga
dagar araw
dagger daga
dahlia dalya
dainties kakanin
dainty malinamnam
dais plataporma
dale ludlod
dam prinsa
damage pinsala
damaged pinsala
damages pinsala
damaging nakakapinsala
dame ginang
damn sumpain
damnation pagsumpa
damned sinumpa
damnify puminsala
damning nakakapinsala
dampen palamigin
damping pamamasa
dams Dam
damsel dalaga
dance sayaw
danced sumayaw
dancer mananayaw
dancers mananayaw
dances sayaw
dancing pagsasayaw
dandruff balakubak
dandy napakainam
danger panganib
dangerous mapanganib
dangers panganib
dangle palawitin
dangling nakabitin
Dardanelles Dardanelas
dared nangahas
daredevil pangahas
dark madilim
darken patingkarin
darkened magdidilim
darkening nagpapadilim
darkens dumidilim
darkest pinakamadilim
darkly nagkagalit
darkness kadiliman
darling sinta
darn panunulsi
darning pagsusulsi
dart tunod
darter tagakaskas
darting pagkaskas
Darwinism Darwinismo
dash pagsugod
dashes gitling
dashing magara
dastard tuso
databases database
date petsa
dated pinetsahan
dates petsa
dative datibo
daub pagtatapal
daunt magpawala
dauphin dopin
day araw
days araw
daytime araw
dazed matulingag
dazedly pataka
dazzle sumilaw
dazzling nakasisilaw
deacon dyakono
deaconess dyakonisa
deacons diakono
deactivation pagbubuwag
dead patay
deaden papagbawahin
deadly nakamamatay
deaf bingi
deafen bingihin
deafening nakatutulig
deafness kabingihan
deal makitungo
dealer mangangalakal
dealerships pagtitinda
dealing pakikitungo
dealings pakikitungo
deals deal
dealt nagsigawa
dear mahal
dearest pinakahihiling
dearness kagiliwan
dearth kakulangan
deary minamahal
death kamatayan
deathly nakamamatay
deaths pagkamatay
debar pagbawalan
debark maglunsad
debase magpababa
debased hayop
debated pinagtatalunan
debater debatista
debates debate
debauch magpasama
debauched pinasama
debenture bono
debilitate pahinain
debilitated debilitado
debility panlalambot
debited awasan
debits debit
debonair pagkamapitagan
debt utang
debts utang
debut debu
debutant debutante
Dec Disyembre
decade dekada
decadence panghihina
decadent sira
decades dekada
decagon dekagono
Decalogue Dekalogo
decant magsala
decanter garapon
decathlon dekatlon
decay pagkabulok
decayed bulok
decease kamatayan
deceased patay
deceit panlilinlang
deceitful magdaraya
deceitfulness kamadayaan
deceive manlinlang
deceived nilinlang
deceiver magdaraya
deceivers manlilinlang
deceives dinadaya
deceiving dinadaya
december Disyembre
decent disente
decentralisation desentralisasyon
decentralise desentralisahan
decentralised desentralisado
decentralising decentralizing
deception daya
deceptions panlilinlang
deceptive mapanlinlang
decibels decibel
decide magpasiya
decided tiyak
decidedly talaga
decides nagpasiya
deciding magpapasiya
deciduous nangungulag
decilitre desilitro
decimal desimal
decimate magwasak
decimation pagwawasak
decipher intindihin
decision desisyon
decisions desisyon
decisively tiyak
decking palamuti
declaim magtalumpati
declamation bigkas
declamatory pantalumpati
declaration deklarasyon
declarations pagdeklara
declarative paturol
declaratory mapaliwanag
declare magpahayag
declared ipinahayag
declares sabi
declaring deklarasyon
declension dalisdis
declination paglihis
decline tanggihan
declined tinanggihan
declines pagtanggi
declining lumulubog
declivity dalisdis
decoction sabaw
decode mabasa
decoding pagkabasa
decolonisation decolonization
decompose mabulok
decomposition agnas
decor palamuti
decorate palamutihan
decorated ginayakan
decorating dekorasyon
decoration palamuti
decorative pampalamuti
decorator dekorador
decorous disente
decoy pangati
decrease bumaba
decreased nabawasan
decreases nababawasan
decreasing nagpapababa
decreed ipinasiya
decrement pagbabawas
decrepitude kahinaan
decriminalisation decriminalization
decriminalise decriminalize
decriminalised decriminalized
decriminalising decriminalizing
decry maliitin
dedicate ialay
dedicated dedikado
dedicating Naglalaan
dedicatory naglalaan
deduce mahinula
deduct babawasan
deducted bawas
deducting babawasan
deduction bawas
deed gawa
deeds gawa
deem ipalagay
deemed itinuring
deems palagay
deep malalim
deepen palalimin
deepened lumalim
deepening pagpapalalim
deepest pinakamalalim
deepfreeze palamigan
deepness lalim
deeps kalaliman
deer usa
deface dungisan
defacto talaga
defamed puri
defeat pagkatalo
defeated bagsak
defeating daig
defeatist takbuhin
defeats pagkatalo
defecate magkalat
defect pagkukulang
defected tumiwalag
defection pagkukulang
defector taksil
defects depekto
defence pagtatanggol
defences panlaban
defend ipagtanggol
defendant nasasakdal
defendants nasasakdal
defended ipinagtanggol
defenders tagapagtanggol
defending pagtatanggol
defends Ipinagtatanggol
defensa Defense
defense pagtatanggol
defenses panlaban
defensible maipagtatanggol
defensive nagtatanggol
defer umayon
deferential magalang
deferment pagpapaliban
deferral pagpapaliban
deferred ipinagpaliban
defiance pagsalungat
deficiency kakulangan
deficient kulang
deficit depisit
defied hinahamon
defile nangakakahawa
defilement pagkukubli
define magtakda
defined tinukoy
defines tumutukoy
defining pagtukoy
definite tiyak
definitely talaga
definiteness katiyakan
definition depinisyon
definitive depinitibo
deflated impis
deflect magpalihis
deflected pinalihis
deflecting iiwas
deflection pagpapalihis
deformation pagpapapangit
defraud dayain
defrauded dinaya
defrauding pandaraya
defray bayaran
defrost magtunaw
deft maliksi
deftness kahusayan
defy sumalungat
degenerated nabulok
degeneration pagkabulok
degraded nagpapasama
degrading nanghihiya
degree antas
dehumanising dehumanizing
deification pagpoon
deify sambahin
deign marapatin
deism deismo
deist deista
deity diyos
deject ikalungkot
dejection kalungkutan
delate magparatang
delay antala
delayed antala
delaying bimbin
delays pagkaantala
delectable napakasarap
delegate delegado
delegated bigay
delegating delegasyon
delegation delegasyon
delete alisin
deleterious nakapagkakasakit
deletes pagtanggal
deleting pagtanggal
deletion pagtanggal
deletions pagtanggal
deliberate sinadya
deliberately kusa
deliberative pampakikipanayam
delicate maselan
delicatessen groseri
delicious masarap
delight galak
delighted Nagagalak
delighteth nalulugod
delimit limitahan
delineate magsaysay
delineated inilarawan
delinquency pagkakasala
delinquent delinkuwente
delirious nahihibang
delirium hibang
deliver iligtas
deliverance pagpapalaya
delivered inihatid
deliverer tagapagligtas
deliveries paghahatid
delivering paghahatid
delivers naghahatid
delivery paghahatid
delude palinlang
deluged apawan
delusion delusyon
delusions delusyon
delusive magdaraya
deluxe maluho
demagogic demagohiko
demagogue demagogo
demagogy demagohiya
demand pangangailangan
demanded hiningi
demands pangangailangan
demarcate maghiwalay
demarcation paghihiwalay
dematerialised dematerialized
demean kumilos
demeanor kilos
demeanour kilos
dement magpaloko
demerit sala
demilitarisation demilitarisasyon
demilitarised demilitarized
demobilisation demobilisasyon
democracy demokrasya
democrat demokrata
democratic demokratiko
democratically demokratikong
